M,N,candidate_count,cutoff,factor_success,lll_runtime_seconds,lminus_success,model,omitted_layers,q,replicate,seed
8,55,0,0,False,0.0015646250103600323,False,B_exact_finite_discrete_gaussian,2,3,5,2026072306
8,55,0,0,False,0.002014084020629525,False,B_exact_finite_discrete_gaussian,2,3,6,2026072307
8,55,0,0,False,0.0016291249776259065,False,B_exact_finite_discrete_gaussian,2,3,7,2026072308
8,55,0,0,False,0.0013191660400480032,False,B_exact_finite_discrete_gaussian,2,3,8,2026072309
8,55,0,0,False,0.001594125002156943,False,B_exact_finite_discrete_gaussian,2,3,9,2026072310
8,55,0,0,False,0.00247366598341614,False,B_exact_finite_discrete_gaussian,2,3,10,2026072311
8,55,0,0,False,0.0013977080234326422,False,B_exact_finite_discrete_gaussian,2,3,11,2026072312
8,55,0,0,False,0.0013444169890135527,False,B_exact_finite_discrete_gaussian,2,3,12,2026072313
8,55,0,0,False,0.0015153749845921993,False,B_exact_finite_discrete_gaussian,2,3,13,2026072314
8,55,0,0,False,0.0016716250102035701,False,B_exact_finite_discrete_gaussian,2,3,14,2026072315
8,55,0,0,False,0.0016102500376291573,False,B_exact_finite_discrete_gaussian,2,3,15,2026072316
8,55,0,0,False,0.0021340419771149755,False,B_exact_finite_discrete_gaussian,2,3,16,2026072317
8,55,0,0,False,0.0017112920177169144,False,B_exact_finite_discrete_gaussian,2,3,17,2026072318
8,55,0,0,False,0.0016307089827023447,False,B_exact_finite_discrete_gaussian,2,3,18,2026072319
8,55,0,0,False,0.0014373749727383256,False,B_exact_finite_discrete_gaussian,2,3,19,2026072320
8,55,0,0,False,0.002752583008259535,False,B_exact_finite_discrete_gaussian,2,3,20,2026072321
8,55,0,0,False,0.0014162500156089664,False,B_exact_finite_discrete_gaussian,2,3,21,2026072322
8,55,0,0,False,0.001574166992213577,False,B_exact_finite_discrete_gaussian,2,3,22,2026072323
8,55,0,0,False,0.0013220419641584158,False,B_exact_finite_discrete_gaussian,2,3,23,2026072324
8,55,0,0,False,0.0015446249744854867,False,B_exact_finite_discrete_gaussian,2,3,24,2026072325
8,55,0,0,False,0.0015461670118384063,False,B_exact_finite_discrete_gaussian,2,3,25,2026072326
8,55,0,0,False,0.0018829169566743076,False,B_exact_finite_discrete_gaussian,2,3,26,2026072327
8,55,0,0,False,0.0015056250267662108,False,B_exact_finite_discrete_gaussian,2,3,27,2026072328
8,55,0,0,False,0.0013161669485270977,False,B_exact_finite_discrete_gaussian,2,3,28,2026072329
8,55,0,0,False,0.0014309999532997608,False,B_exact_finite_discrete_gaussian,2,3,29,2026072330
8,55,0,0,False,0.0024716670159250498,False,B_exact_finite_discrete_gaussian,2,3,30,2026072331
8,55,0,0,False,0.0015920419828034937,False,B_exact_finite_discrete_gaussian,2,3,31,2026072332
8,55,0,0,False,0.0014719169703312218,False,B_exact_finite_discrete_gaussian,2,3,32,2026072333
8,55,0,0,False,0.0015356250223703682,False,B_exact_finite_discrete_gaussian,2,3,33,2026072334
8,55,0,0,False,0.0016097920015454292,False,B_exact_finite_discrete_gaussian,2,3,34,2026072335
8,55,0,0,False,0.0017089999746531248,False,B_exact_finite_discrete_gaussian,2,3,35,2026072336
8,55,0,0,False,0.0021582500194199383,False,B_exact_finite_discrete_gaussian,2,3,36,2026072337
8,55,0,0,False,0.0013806659844703972,False,B_exact_finite_discrete_gaussian,2,3,37,2026072338
8,55,0,0,False,0.001494165975600481,False,B_exact_finite_discrete_gaussian,2,3,38,2026072339
8,55,1,0,True,0.0025626670103520155,True,B_exact_finite_discrete_gaussian,2,3,39,2026072340
8,55,0,0,False,0.0015297919744625688,False,B_exact_finite_discrete_gaussian,2,3,40,2026072341
8,55,0,0,False,0.0016114169848151505,False,B_exact_finite_discrete_gaussian,2,3,41,2026072342
8,55,0,0,False,0.0012568750535137951,False,B_exact_finite_discrete_gaussian,2,3,42,2026072343
8,55,0,0,False,0.0016122499946504831,False,B_exact_finite_discrete_gaussian,2,3,43,2026072344
8,55,0,0,False,0.0017895830096676946,False,B_exact_finite_discrete_gaussian,2,3,44,2026072345
8,55,0,0,False,0.0018846250022761524,False,B_exact_finite_discrete_gaussian,2,3,45,2026072346
8,55,0,0,False,0.0014568339684046805,False,B_exact_finite_discrete_gaussian,2,3,46,2026072347
8,55,0,0,False,0.0014314999571070075,False,B_exact_finite_discrete_gaussian,2,3,47,2026072348
8,55,0,0,False,0.0017700829776003957,False,B_exact_finite_discrete_gaussian,2,3,48,2026072349
8,55,0,0,False,0.002255207975395024,False,B_exact_finite_discrete_gaussian,2,3,49,2026072350
8,55,0,0,False,0.001529292028862983,False,B_exact_finite_discrete_gaussian,2,3,50,2026072351
8,55,0,0,False,0.0015014170203357935,False,B_exact_finite_discrete_gaussian,2,3,51,2026072352
8,55,0,0,False,0.0014942919951863587,False,B_exact_finite_discrete_gaussian,2,3,52,2026072353
8,55,0,0,False,0.0015335409552790225,False,B_exact_finite_discrete_gaussian,2,3,53,2026072354
8,55,0,0,False,0.0015937500284053385,False,B_exact_finite_discrete_gaussian,2,3,54,2026072355
8,55,0,0,False,0.0016753749805502594,False,B_exact_finite_discrete_gaussian,2,3,55,2026072356
8,55,0,0,False,0.0015340420068241656,False,B_exact_finite_discrete_gaussian,2,3,56,2026072357
8,55,0,0,False,0.0014372080331668258,False,B_exact_finite_discrete_gaussian,2,3,57,2026072358
8,55,0,0,False,0.001689625030849129,False,B_exact_finite_discrete_gaussian,2,3,58,2026072359
8,55,0,0,False,0.0019911249983124435,False,B_exact_finite_discrete_gaussian,2,3,59,2026072360
8,55,0,0,False,0.0016160830273292959,False,B_exact_finite_discrete_gaussian,2,3,60,2026072361
8,55,0,0,False,0.001699665968772024,False,B_exact_finite_discrete_gaussian,2,3,61,2026072362
8,55,0,0,False,0.001403417030815035,False,B_exact_finite_discrete_gaussian,2,3,62,2026072363
8,55,0,0,False,0.0016964170499704778,False,B_exact_finite_discrete_gaussian,2,3,63,2026072364
8,55,0,1,False,0.0017718339804559946,False,B_exact_finite_discrete_gaussian,1,3,0,2026072301
8,55,0,1,False,0.0015303330146707594,False,B_exact_finite_discrete_gaussian,1,3,1,2026072302
8,55,0,1,False,0.0015662919613532722,False,B_exact_finite_discrete_gaussian,1,3,2,2026072303
8,55,0,1,False,0.0014931669575162232,False,B_exact_finite_discrete_gaussian,1,3,3,2026072304
8,55,0,1,False,0.0018850000342354178,False,B_exact_finite_discrete_gaussian,1,3,4,2026072305
8,55,1,1,True,0.0017374580493196845,True,B_exact_finite_discrete_gaussian,1,3,5,2026072306
8,55,0,1,False,0.001598833012394607,False,B_exact_finite_discrete_gaussian,1,3,6,2026072307
8,55,0,1,False,0.0015393750509247184,False,B_exact_finite_discrete_gaussian,1,3,7,2026072308
8,55,2,1,True,0.0013805829803459346,True,B_exact_finite_discrete_gaussian,1,3,8,2026072309
8,55,0,1,False,0.0015324159758165479,False,B_exact_finite_discrete_gaussian,1,3,9,2026072310
8,55,0,1,False,0.0014255829737521708,False,B_exact_finite_discrete_gaussian,1,3,10,2026072311
